title,post_body,price,location,url,bedrooms,bathrooms,datetime,latitude,longitude,cats_allowed,dogs_allowed,geometry,district,post_length
💥modern renovated●spacious bedrooms●new appliances●gym●no fee!💥,"modern renovated building off the j m z trains at the lorimer or hewes stop & the l @ montrose ave stop near by as well as the g train broadway stop at union ave. building was completely renovated. apartment features central air and heat, video intercom system, hardwood floors, modern kitchen with stainless steal appliances including dishwasher, modern bathroom with tub and shower, spacious bedrooms with great window and closets, building with gym / fitness room, shared laundry and rooftop access! showing by appointment only please text 929-548-2104 i have more options in williamsburg, bushwick, bedford stuyvesant, crown heights, flatbush, and other brooklyn areas feel free to reach out to me call or text 929-548-2104",4600,"prime williamsburg right @ j,m,z, subway lines",https://newyork.craigslist.org/brk/apa/d/staten-island-modern-renovatedspacious/7702046540.html,3,1.0,['2023-12-28 15:34'],40.609657,-74.169926,1,1,POINT (-74.169926 40.609657),Staten Island,727.0
modern 2br oasis: gut-renovated gem with city views! 🏙️🛋️,"for quickest response, please text (516) 916-7655 with link to listing. enjoy new construction finishes, convenient amenities and excellent transportation options in this 2 bedroom apartment in bedford stuyvesant. completely gut renovated in 2020, this spacious home features lovely hardwood floors, high ceilings, recessed lighting and oversized windows throughout. relax in the large living/dining area, and enjoy a spectacular chef’s kitchen with designer cabinetry and stainless steel appliances, including a dishwasher and built-in microwave. bedrooms feature wonderful light and closet space, while the spa bathroom is finished with a soothing soaking tub/rain shower, large-format tile and contemporary fixtures. mini-split hvac units ensure year-round comfort in this outstanding brooklyn home. boutique rental building where residents enjoy virtual doorman service, on-site laundry and a common rooftop with amazing city views. flanked by bed-stuy and bushwick, the flourishing ocean hill neighborhood offers front-row access to great shopping, dining, nightlife and art. local playgrounds and massive highland park and forest park deliver wonderful outdoor space and recreation. transportation in this accessible neighborhood is abundant with a/c, j/z and l trains and numerous buses nearby.",2500,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-modern-2br-oasis-gut-renovated/7702046310.html,2,1.0,['2023-12-28 15:34'],40.679792,-73.910222,1,1,POINT (-73.910222 40.679792),Brooklyn,1301.0
"luxury living: newly renovated 2br, balcony, parking, rooftop! 🌆🏡","for quickest response, please text (516) 916-7655 with link to listing. gut renovated spacious 2-bedroom apartment in a newly built luxury building! located in a great quiet residential block, just minutes to the 3,4 trains and multiple bus transport options. the apartment features: - a great size living room with large balcony - gorgeous kitchen stainless steel appliances - one king size bedroom with a built in closet - a queen/size bedroom with a built in closet - spacious stunning bathroom - great closets and shelving throughout the apartment the building features: garage parking for rent a laundry-room a shared rooftop",2750,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-luxury-living-newly-renovated/7702046155.html,2,1.0,['2023-12-28 15:33'],40.661564,-73.929577,1,1,POINT (-73.929577 40.661564),Brooklyn,630.0
💥watch video💥 triplex unit🔹️washer dryer🔹️spacious bedrooms,"💥watch video💥 https://www.dropbox.com/scl/fi/mtc41im3c37pay82uclnj/340-devoe-st-apt-2b.mp4?rlkey=v8c1i2he4ika6v94ku0vtx8qr&dl=0 amazing modern triplex unit! 1st floor: kitchen, living room and half bath 2nd floor: 2 bedrooms, with 2 in suite bathrooms basement: huge open space and a full bath 2 bed plus a finished basement with 3.5 baths, triplex apartment on 3 floors with in unit washer dryer, modern kitchen with stainless steal appliances including dishwasher microwave, in unit washer dryer, spacious bedrooms with great windows and closets, modern bathroom with tub and shower, large finished basement space with window, hardwood flooring, tall ceiling, video intercom system , central air and heat, building with rooftop access! there is an option to buy all the existing furniture! showing by appointment good credit and income required - guarantors accepted - pets allowed upon approval - no broker fee 🔹️🔹️🔹️🔹️showing by appointment only please text 929-548-2104🔹️🔹️🔹️🔹️ i have more options in williamsburg, bushwick, bedford stuyvesant, crown heights, flatbush, and other brooklyn areas feel free to reach out to me call or text 929-548-2104",4000,"williamsburg @ l,g, subway lines",https://newyork.craigslist.org/brk/apa/d/brooklyn-watch-video-triplex-unitwasher/7702046030.html,3,,['2023-12-28 15:33'],40.713778,-73.936391,1,1,POINT (-73.936391 40.713778),Brooklyn,1154.0
duplex for rent in the bronx 3 br 2 baths,"3 bedrooms, 2 baths duplex for rent as of 1/1/24. there is a private backyard. near little italy area contact anna at:347-239-6334",3800,bronx,https://newyork.craigslist.org/brx/apa/d/far-rockaway-duplex-for-rent-in-the/7702045340.html,3,2.0,['2023-12-28 15:31'],40.6006,-73.758,0,0,POINT (-73.758 40.6006),Queens,130.0
two family house - 2nd floor for rent,"- bellerose, ny - 2nd floor - one bedroom - full bath - open kitchen - living room & dining room - front & back terrace - private driveway - backyard - call for appointment !",1850,bellerose,https://newyork.craigslist.org/que/apa/d/bellerose-two-family-house-2nd-floor/7702044860.html,1,1.0,['2023-12-28 15:30'],40.7347,-73.723,0,0,POINT (-73.723 40.7347),Queens,174.0
great deal! columbia! 24 hr doorman w/ lrg lvg rm/bdrms & laundry,"great deal! columbia! 24 hr doorman w/ lrg lvg rm/bdrms & laundry located west 110's off broadway in the upper west side near columbia university in morningside heights. this apartment is newly renovated two bedroom apartment that has living room, king/queen bedrooms, full kitchen w/ dishwasher & microqav, full bathroom, wood floors, great details, ample closet space, and high ceiling. there are laundry, biker room, storage room and live-in super in the building. it is only 5 to 10 minute walk to the university. within the area is st. john's the divine, columbia university, barnard college, manhattan school of music, central park, riverside park, fine restaurants, cafes, outside eatries, trendy bars, and specialty stores. transportation is very good with subway line on 110th st. and 116th st. stations (1/b/c) on broadway/central park west and bus stations (m104/4/5//7/11/60/10). please call for further information. contact walker (646) 872-1234 other apartments currently available in: battery park city, chelsea, financial district, west greenwich village,gramercy park, greenwich village, kips bay, lower east side, midtown east, midtown west, clinton, hell's kitchen, east greenwich village, murray hill, soho, sutton place, carnegie hill,tribeca, turtle bay and upper east side",3800,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-deal-columbia-24-hr/7702044232.html,2,1.0,['2023-12-28 15:28'],40.7975,-73.9683,1,1,POINT (-73.9683 40.7975),Manhattan,1295.0
2br private house,"fresh bright second floor 2br, windows all around.  private lobby entrance. large living room 17'x 11'. eat in kitchen 14'-10"" x 10', new ss appliances (ref/stove/micro) still has the plastic on the ss. br.1: 10'-5"" x 10' + walk in closet. br.2: 10'x10' + wic. off-street parking, laundry hookups in the apartment.  new floors and rugs, new bath. private house.  near all transportation.",2100,great kills,https://newyork.craigslist.org/stn/apa/d/staten-island-2br-private-house/7702044189.html,2,1.0,['2023-12-28 15:28'],40.5518,-74.1526,0,0,POINT (-74.1526 40.5518),Staten Island,387.0
beautiful 1 bedroom apartment in east flatbush!,beautiful 1 bed/1 bath apartment in east flatbush! - large bedroom with closet - natural sunlight throughout - genuine hardwood floors throughout the unit! - bathroom with soaking tub and shower -laundry on site! good credit and income required guarantors welcome!,1750,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-bedroom-apartment-in/7702043671.html,1,1.0,['2023-12-28 15:26'],40.649793,-73.924395,1,1,POINT (-73.924395 40.649793),Brooklyn,264.0
great apt! columbia! classic elev penthouse w/ roof terrace & laundry,"great apt! penthouse duplex classic elev w/ roof terrace,  lrg lvg rm/bdrm & laundry located west 110's off broadway in the upper west side near columbia university in morningside heights. this apartment is newly renovated large one bedroom penthouse duplex apartment that has roof terrace, large living room, king bedroom, new full kitchen w/ dishwasher, new full bathroom, wood floors, great details, ample closet space, and high ceiling. there are laundry and super in the building. it is only 5 to 10 minute walk to the university. within the area is st. john's the divine, columbia university, barnard college, manhattan school of music, central park, riverside park, fine restaurants, cafes, outside eatries, trendy bars, and specialty stores. transportation is very good with subway line on 110th st. and 116th st. stations (1/b/c) on broadway/central park west and bus stations (m104/4/5//7/11/60/10). please call for further information. contact walker (646) 872-1234 other apartments currently available in: battery park city, chelsea, financial district, west greenwich village,gramercy park, greenwich village, kips bay, lower east side, midtown east, midtown west, clinton, hell's kitchen, east greenwich village, murray hill, soho, sutton place, carnegie hill,tribeca, turtle bay and upper east side",3600,upper west side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-apt-columbia-classic/7702041376.html,1,1.0,['2023-12-28 15:20'],40.7975,-73.9683,1,1,POINT (-73.9683 40.7975),Manhattan,1313.0
1499 broadway #4a,"welcome to 1499 broadway! this new development offers plenty of natural light, a spacious pantry and a massive living room! this 2 bedroom offers 2 full bathroom apartment in prime bushwick, surrounded by shops, restaurants, bars and cafes! call, text, or email for a showing tailored to your schedule",3000,brooklyn,https://newyork.craigslist.org/brk/apa/d/astoria-1499-broadway-4a/7702041096.html,2,2.0,['2023-12-28 15:20'],40.765224,-73.931692,1,1,POINT (-73.931692 40.765224),Queens,301.0
newly renovated 2 bedroom / 1 bathroom apartment in yorkville,"newly renovated 2 bedroom / 1 bathroom apartment flexible move-in date of jan 1-jan 31, 2024. you will sign a lease that will start on your move-in date and last 16-18 months. this is not a sublease - the lease will be your own. located at 82nd and york: 10m walk to the q at 83/2 15m walk to the 4/5/6 at 86/lex 5m walk to carl schurz park amenities include: -in unit washer/dryer combo -dishwasher -microwave -pets on case by case basis -queen sized bedrooms the apartment gets great afternoon light, has a spacious living room, ample counter space and cabinet storage, large closets in both bedrooms with additional storage above, and the rent is a steal for the area + amenities. the apartment is on the 5th floor (4 flights of stairs). $20, non-refundable application fee paperwork: - copy of photo id - employment letter dated within the last 3 weeks. - 2022 tax return (first three pages of the 1040) and w-2 from 2022 - 2 recent bank statements– checking and savings account - last 3 pay stubs - landlord reference letter - one recent investment / retirement account if applicable applicants must make 40x rent or have a guarantor. if you are a student, provide a copy of your student id, school schedule, proof of enrollment, 2 recent bank statements - checking and savings account if you are self-employed, letter from your cpa verifying your income for the last two years, length of employment, and position. you will also need to provide the last two years’ tax returns if you are retired, you need to show investment / retirement account statements there is an broker/application processing fee once approved of $400. if you apply and are approved before 1/15, we will pay the fee.",3550,upper east side,https://newyork.craigslist.org/mnh/apa/d/new-york-newly-renovated-bedroom/7702038921.html,2,1.0,['2023-12-28 15:14'],40.772628,-73.947537,1,0,POINT (-73.947537 40.772628),Manhattan,1694.0
beautiful renovated 2nd floor home no broker fees rent by owners !,"********************************nosotros hablamos español******************************************** newly renovated apartment located in woodside on the edge of astoria 3 bedrooms & 2 full baths newly renovated w/ shared backyard use entire 2nd floor use private entrance great central location, friendly and peaceful. 12 min walk to local r train 20 min away from manhattan and 25 drive min to brooklyn and li great area for starting a home and an easy commute to work in the city or long island *looking for young adults preferably no elders or children * absolutely no smoking indoors utilities to be paid * electricity * looking for yearly contract call or text and schedule to come and see it in person anytime for rent by owner no broker fees apartamento recientemente renovado ubicado en woodside en las afueras de astoria excelente ubicación central, amigable y tranquil. 3 dormitorios y 2 baños totalmente reformados con uso compartido del patio trasero uso completo del segundo piso entrada privada a 12 minutos a pie del tren local r, a 20 minutos de manhattan y a 15 minutos en coche de brooklyn y li. excelente área para iniciar una casa y un fácil viaje diario al trabajo en la ciudad o long island *se busca adulto joven preferiblemente no mayores ni niños. *absolutamente prohibido fumar en el interior. utilidades a pagar *electricidad* busco contrato anual llame o envíe un mensaje de texto y programe para venir a verlo en persona en cualquier momento. se alquila por propietario sin comisiones de agente inmobiliario",4000,woodside,https://newyork.craigslist.org/que/apa/d/woodside-beautiful-renovated-2nd-floor/7702036344.html,3,2.0,['2023-12-28 15:08'],40.755547,-73.902379,0,0,POINT (-73.902379 40.755547),Queens,1538.0
huge 7th floor rent stabilized 3bed w/ roof deck+elevator+more,sunny rent stabilized 3bed on the 7th floor of an elevator building huge private roof deck massive living room w/ great light a/c dishwasher laundry on site elevator parking gym lounge bike storage built in bluetooth speakers noooo broker fee 1st and security to move in video available,4300,bed stuy @ myrtle ave jmz + myrtle/willoughby g,https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-7th-floor-rent-stabilized/7702034778.html,3,1.0,['2023-12-28 15:05'],40.692596,-73.940727,1,1,POINT (-73.940727 40.692596),Brooklyn,286.0
"rent stabilized, spacious one bedroom in doorman building","this is your chance to rent in a luxury building at a walk up price, so stop what you're doing and jump on this opportunity! the apartment is far below current market value and can be found in a beautiful and quiet neighborhood, and an impeccably maintained building. this apartment is spacious and nicely renovated with a king size bedroom that can comfortably fit all other bedroom furniture, as well. the living room can easily accommodate your sectional and entertainment set up, as well as a dining table, and workstation. the kitchen features stainless steel appliances and the bathroom is renovated with light marble tiles. the unit is south facing and gets great natural light, as well. bonus: hardwood floors, hvac, and ample closet space! there is an xl laundry room in the basement, elevators, 24/7 doorman, and excellent on site maintenance. you'll find several supermarkets and convenience stores within minutes, as well as easy commuting via express buses, or the q or 4/5/6 at 86th st. if you're looking for a little nature, the beautiful carl schurz park is just down the street. the area is also home to many favored restaurants and bars so that you can take a night off from cooking, but stay close to home. call/email/text whitney for a private showing of this incredibly great unit for the best deal left in 2023. *photos are of a similar unit in the building. *tenant must make over 40x the monthly rent and have credit over 700",3000,upper east side,https://newyork.craigslist.org/mnh/apa/d/new-york-rent-stabilized-spacious-one/7702031811.html,1,1.0,['2023-12-28 14:58'],40.778182,-73.948422,1,1,POINT (-73.948422 40.778182),Manhattan,1449.0
spacious*w/d in the unit*dining room*parking*sunny&bright****,"spacious three-bedroom unit located in two family house on the second floor in a very quiet  area. beautiful apartment features, eat-in kitchen, lots of kitchen cabinets/countertop space, dishwasher, washer/dryer in the unit, formal dining room, excellent closet space, and full bathroom. utilities are not included in the rent one parking space is included. west harrison offers you beautiful silver lake park, two swimming pools, and gym. please, call 914 720 8468 -- silvana milinovich licensed real estate salesperson outstanding agents...outstanding results re/max prime properties 836 scarsdale avenue scarsdale, ny 10583",3800,west harrison,https://newyork.craigslist.org/wch/apa/d/west-harrison-spaciousw-in-the/7705404389.html,3,1.0,['2024-01-08 11:22'],41.0592,-73.7395,0,0,POINT (-73.7395 41.0592),,627.0
unique 3br clocktower triplex in restored 19th century church🏰🌆,"for quickest response, please text (516) 916-7655 with link to listing. immerse yourself in this 3-bed triplex, seamlessly integrated into a meticulously restored 19th century church, blending historic charm with modern luxuries. this architectural gem, nestled within the iconic clocktower, offers three levels of spacious living. discover the allure of timeless features, from the hand painted tin ceiling to 19th century original exposed brickwork, echoing the essence of a bygone era. the residence features a bedroom on each level, a large living room with high ceilings, hardwood floors, central air and a modern kitchen and bathroom. ascend to the top level for unparalleled panoramic views of the skyline, a breathtaking 360-degree perspective offered by the unique clocktower setting. this prime location allows easy access to local cafes, boutiques and entertainment venues. in addition to the amazing apartment features, the building itself has everything you need for a comfortable and convenient lifestyle. enjoy the butterflymx intercom, laundry room, huge roof deck with manhattan views, parking , bike storage, and go lockers for shipping and receiving packages securely.",5995,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-unique-3br-clocktower-triplex/7705404301.html,3,1.0,['2024-01-08 11:22'],40.697885,-73.933976,1,1,POINT (-73.933976 40.697885),Brooklyn,1187.0
no fee! luxe! hell's kitchen 1bd/flex 'ok*2fm*call bam 917.951.5062,"experience luxury living in this newly renovated studio home located in the heart of midtown west. each studio - 2bdrm home offers charming apartment features, delightful and serene atmosphere. enjoy the convenient 3min walk to 9th ave bars, restaurants, shopping, broadway entertainment, time warner center, central park and mta transportation. =============================================================== current concessions: * 2 month free on 18 month lease term * no broker fee * no amenities fee * walls ok * reduced security deposit for qualified applicants! * price listed is net effective rent reflects 2 month free |18 month free rent * price subject to change * please call to confirm current price/concessions * all imagery is for illustrative purpose only. =============================================================== home features: * over-size windows offering abundance of natural light * new hardwood flooring throughout the home * kitchen showcasing exquisite italian glass backsplash, granite countertops * state-of-the-art stainless steel appliances including microwave, dishwasher * ample closet space and storage * bathroom elegantly revamped with top-tier fixtures and excellent lighting. =============================================================== building features: * 24hrs conceirge/valet  service * furnished roof top w/ bbq grills * indoor gym * laundry facility * live in super * pet friendly =============================================================== transportation: * train: c ; e - 50th st 8th ave * train: 1 - 50th st. 7th ave * train: a ; b ; c ; d ; 2 ; 3 - 59th st. columbus circle * train: b ; d ; f ; - 7th ave * train: n ; r ;  - 57th st 7th av * bus : m11 - 9th ave * m7 - 7th ave * m50 - 9th ave =============================================================== when you're ready t move into one of midtown west  luxury building. please feel free to call/text/email anytime bambi 917.951.5062 to find your new home.",3550,midtown west,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-luxe-hells-kitchen-1bd/7705404186.html,1,1.0,['2024-01-08 11:22'],40.7651,-73.9858,1,1,POINT (-73.9858 40.7651),Manhattan,1967.0
luxury apartment in the prestigious financial district - elevate your,"luxury apartment in the prestigious financial district - elevate your city living experience! price: $3000 property type: condo bedrooms: 2.0 bathrooms: 1.0 pets: pets ok building amenities doorman elevator health club storage concierge apartment amenities walls ok dining room dishwasher hardwood high ceilings renovated marble bath granite kitchen eat in kitchen walk in closet live work microwave stainless steel appliances open kitchen city view experience the ultimate in luxurious living at the prestigious financial district apartment amenities: -dishwasher -microwave -hardwood floors -walk-in closet building amenities: -doorman -pets allowed -air conditioning -elevator -gym -laundry in building -outdoor areas -bicycle storage -valet service -storage available -lounge -free directv this luxurious flex 2 apartment provides an elegant living experience, ideal for those who value sophistication and desire a home that reflects their refined taste and style. located in the bustling financial district, this residence offers a rare chance to enjoy a sophisticated and lavish lifestyle at the heart of the city's thriving business and cultural center. with its impeccable design, top-notch amenities, and central location, it's the perfect choice for individuals seeking the ultimate urban living experience. in summary, this luxury apartment in the financial district provides an exclusive opportunity to enjoy the perfect blend of refined living and easy access to public transport, setting a new standard for luxury living in the heart of the city. lasha davlianidze phone: (929) 509-3870 ny rent own sell   (929) 509-3870 posted by realtymx™ to view, call or text lasha davlianidze at (929) 509-3870 3273",3000,financial district,https://newyork.craigslist.org/mnh/apa/d/new-york-luxury-apartment-in-the/7705403799.html,2,1.0,['2024-01-08 11:21'],40.7056,-74.0083,1,1,POINT (-74.0083 40.7056),Manhattan,1717.0
charming 2br in greenpoint: updated bath and next to mccarren park! 🏡,"for quickest response, please text (516) 916-7655 with link to listing. full size 2 bedrooms, updated marble bathroom with a window, granit tops kitchen open to a dining/living area, dishwasher, beautiful unit features. located in greenpoint, brooklyn next to mccarren park which offers sports facilities, a pool, and plenty of green space for outdoor activities. the neighborhood offers stunning views of the manhattan skyline and has several parks and recreational areas along the waterfront. the g or l subway line and multiple bus routes serve the neighborhood, making it very easy to commute to other parts of the city.",3500,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-2br-in-greenpoint/7705403748.html,2,1.0,['2024-01-08 11:21'],40.724364,-73.939769,1,1,POINT (-73.939769 40.724364),Brooklyn,624.0
"""no fee luxe studio* hgh fl*balc*free rent * call bam 917.951.5062","live in one of midtown west""no fee"" luxury light filled studio homes high floor * full stainless steel kitchen * nestled in a tranquil midtown oasis. residents embrace a lifestyle characterized by outstanding restaurants, varied transportation choices and immediate access to iconic manhattan landmarks like broadway, rockefeller center, restaurant row and more.......... ============================================================== limited time: * 1fm |12-18 month lease term * no broker fee * no amenities fee * price advertised net effective rent based on 1 month free * price/concession subject to change * call for current availability/concessions ============================================================ apartment features: * over-size windows * great light * hardwood floors * full kitchen * s.s appliances * microwave * dishwasher * ample closets * walls ok * full size title bathroom ============================================================= building amenities: * 24/7 conceirge / valet service * furnished roof top sun deck * indoor pool * fitness center featuring peloton bike * tenant lounge * private outdoor lounge * modern laundry facility * verizon fios * attached garage with valet parking * live in superintendent * pet friendly ======================================================== when you're ready to move into one of midtown west luxury homes. please feel free to call/text/email bambi 917.951.5062 anytime and find your new home. -:)",3400,midtown west,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-luxe-studio-hgh/7705403735.html,0,1.0,['2024-01-08 11:21'],40.7651,-73.9858,1,1,POINT (-73.9858 40.7651),Manhattan,1469.0
💕2 bed + private backyard halsey j train on block away 💗💗💗💗,"amazing 2 bed 1 bath with a huge private yard for a great price! sweet bushwick location right near the key food supermarket, dollar general, and halsey j train. act fast before it’s too late! 🎀 dishwasher 💓2 queen rooms that dont share a wall 🦄 central air 💞gas stove must have good credit and income guarantors welcome video and facetime walkthroughs available call or text amadeo @347-471-4472",2600,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-private-backyard-halsey/7705403698.html,2,1.0,['2024-01-08 11:21'],40.6907,-73.9274,1,1,POINT (-73.9274 40.6907),Brooklyn,396.0
fully furnished apt - all utilities included - walk to ferry,"fully-furnished apartment (bedroom + living room/kitchenette + bathroom w/tub), all utilities included (heat, hot water, electric, gas, internet), 2 closets, 10 minute walk to ferry, 25 mins to downtown manhattan. no fees, 1 month security deposit + references required.",1750,st. george,https://newyork.craigslist.org/stn/apa/d/staten-island-fully-furnished-apt-all/7705403611.html,1,1.0,['2024-01-08 11:21'],40.644813,-74.082931,0,0,POINT (-74.082931 40.644813),Staten Island,270.0
2 bed 1 bath + backyard,"spacious 2br on opposite ends with access to a shared, beautiful & large backyard. features: - spacious living room - super high ceilings - queen size rooms with closets! - central ac & heat - laundry in building - super high ceilings near everyday essential including supermarkets, cafes, and tons of restaurants and shops! call or text 347-471-4472",2800,bushwick,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-bath-backyard/7705403604.html,2,1.0,['2024-01-08 11:20'],40.6907,-73.9274,1,1,POINT (-73.9274 40.6907),Brooklyn,350.0
1 bed 1.5 bath duplex bedstuy,huge duplex! 1.5 bath this unit features: -no brokers fee! -14+ foot ceilings! -huge living area + basement -laundry in building -stainless steel appliances -roofdeck -virtual intercom -large windows -right next to train! overall a huge apartment!! reach now to view. call or text amadeo @347-471-4472,2700,bedstuy,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-15-bath-duplex-bedstuy/7705403498.html,1,,['2024-01-08 11:20'],40.6907,-73.9274,1,1,POINT (-73.9274 40.6907),Brooklyn,301.0
brand new studio apartment. -hasa welcome,"great size and location just few steps to subway, supermarket, shops , cafe and lots more!! * new full kitchen nice hardwood floors/ high ceilings large bathroom * available now, stop by soon good credit/income is required to move in/ gaurantor are welcome please call or text -929-437-0880",2200,bronx,https://newyork.craigslist.org/brx/apa/d/bronx-brand-new-studio-apartment-hasa/7705403218.html,1,1.0,['2024-01-08 11:20'],40.8633,-73.8895,0,0,POINT (-73.8895 40.8633),Bronx,290.0
gut renovated 2br/1ba in newly built luxury building! 🌇🌟,"for quickest response, please text (516) 916-7655 with link to listing. gut renovated spacious 2-bedroom apartment in a newly built luxury building! located in a great quiet residential block, just minutes to the 3,4 trains and multiple bus transport options. the apartment features: - a great size living room with large balcony - gorgeous kitchen stainless steel appliances - one king size bedroom with a built in closet - a queen/size bedroom with a built in closet - spacious stunning bathroom - great closets and shelving throughout the apartment the building features: garage parking for rent a laundry-room a shared rooftop",2750,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-gut-renovated-2br-1ba-in-newly/7705402914.html,2,1.0,['2024-01-08 11:19'],40.661466,-73.928869,1,1,POINT (-73.928869 40.661466),Brooklyn,630.0
chic junior one bedroom in prime crown heights!🏡🚇,"for quickest response, please text (516) 916-7655 with link to listing. brownstone junior one bedroom – prime crown heights short walk to 2.3.5 trains, and close to nostrand and franklin aves apartment features: - new kitchen - stunning open living area - full size bedroom - beautiful modern bathroom - hardwood floors - heat, hot water, and gas included in the rent!* you are close by to to nostrand & franklin aves, which you’ll find trendy bar, coffee shops, restaurants and much more. with a short walk you’re at the brooklyn museum, brooklyn botanic gardens, and prospect park.",2400,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-chic-junior-one-bedroom-in/7705402403.html,1,1.0,['2024-01-08 11:18'],40.669328,-73.948245,1,1,POINT (-73.948245 40.669328),Brooklyn,583.0
"chic loft living: artsy design, brick details, and private yard! 🏙️","for quickest response, please text (516) 916-7655 with link to listing. lofty new york style apartment with brick details, tons of windows, and closets. massive living room and kitchen with dishwasher super artsy design. washer and dryer in unit pets okay private yard off the 2,5 train 30 mon nyc quick to prospect park",3200,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-chic-loft-living-artsy-design/7705401965.html,3,1.0,['2024-01-08 11:17'],40.638837,-73.950906,1,1,POINT (-73.950906 40.638837),Brooklyn,320.0
"sleek & brand new: modern construction, laundry, skyline views! 🏙️","for quickest response, please text (516) 916-7655 with link to listing. brand new construction! - modern finishes - laundry in building - amazing skyline views from roof deck - just minutes from lincoln terrace park! transit: 2, 3, 4 trains right around the corner a/c trains 13 minute walk",2795,brooklyn,https://newyork.craigslist.org/brk/apa/d/brooklyn-sleek-brand-new-modern/7705400798.html,2,,['2024-01-08 11:14'],40.670483,-73.930264,1,1,POINT (-73.930264 40.670483),Brooklyn,290.0
beautiful jr 1 bed in prime prospect park south - laundry in bldg,"beautiful jr 1 bed in prime prospect park south – just steps to the b, q trains with laundry in building. text to see a video of the unit! apartment features: - separate kitchen with stainless steel appliances - fully tiled bathroom - good closet space - laundry in building - super on-site - pet-friendly for more info or to schedule a showing text with move-in date and credentials.",1995,prospect park south/prospectpark,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-jr-bed-in-prime/7705400789.html,1,1.0,['2024-01-08 11:14'],40.645988,-73.963399,1,1,POINT (-73.963399 40.645988),Brooklyn,384.0
****  apartamento de una habitación****,"bienvenido a nuestro prestigioso complejo de apartamentos, donde la comodidad y la seguridad de los inquilinos son nuestras principales prioridades. actualmente, tenemos un apartamento de una habitación disponible. nuestro compromiso con garantizar la seguridad de nuestros inquilinos y sus propiedades se evidencia a través del fence que rodea tanto el patio delantero como el estacionamiento. el apartamento está totalmente renovado con piso de madera. continuando, encontrarás la cocina equipada con electrodomésticos esenciales, como estufa, refrigerador y microondas. la cocina moderna cuenta con elegantes gabinetes grises con asas plateadas, añadiendo un toque de sofisticación al espacio. además, descubrirás un baño bien equipado, que ofrece comodidad y confort adicionales. el dormitorio está diseñado cuidadosamente y cuenta con un amplio armario, proporcionando un amplio espacio de almacenamiento para tus pertenencias.para mejorar aún más la conveniencia, ofrecemos un espacio de lavandería dedicado disponible para todos los inquilinos, facilitando las tareas diarias. situado en una zona privilegiada y accesible a pie, esta cerca al parkway de southern state, nuestro complejo ofrece fácil acceso a tiendas locales y áreas de restaurantes, lo que añade a la conveniencia y atractivo general de nuestra comunidad. esperamos ofrecerte una experiencia de vida superior en nuestros lujosos apartamentos. contáctanos hoy al (516) 798-3000 para obtener más información y programar una visita a tu futuro hogar.",1950,hempstead,https://newyork.craigslist.org/lgi/apa/d/hempstead-apartamento-de-una-habitacin/7705400006.html,1,1.0,['2024-01-08 11:13'],40.693656,-73.613952,1,1,POINT (-73.613952 40.693656),,1521.0
3 bedrooms available,"3 bedrooms available in the bronx!!! will not last long!!! contact- latecher 347-608-7698 east 228street (2nd floor) bronx  ny private home price-$3,300 (no utilities included ) lafayette avenue (2nd floor) bronx ny private home $3,606 many more apartments available!",3300,bronx,https://newyork.craigslist.org/brx/apa/d/bronx-bedrooms-available/7705398996.html,3,1.0,['2024-01-08 11:11'],40.8904,-73.8503,0,0,POINT (-73.8503 40.8904),Bronx,267.0
